32041 31852
11079 7700 59
11079 11045 63
11079 11853 97
11079 15733 108
11079 9316 129
11079 11358 130
11079 4536 140
11079 6030 142
11079 14747 144
802 26041 17
802 1697 29
802 828 33
802 19394 34
802 21457 48
802 490 52
802 18813 57
802 31948 58
802 27279 60
802 26910 62
802 1581 78
802 21922 80
802 17272 89
802 21450 92
802 5456 108
802 17548 114
802 25012 119
28748 6912 2
28748 28774 33
28748 28436 52
28748 28714 63
419 26192 40
419 1198 78
419 5073 108
22651 11092 1
22651 28761 41
22651 432 50
22651 22617 63
22651 11722 84
22651 9630 93
22651 11032 115
22651 85 116
11709 25050 4
11709 711 31
11709 17877 38
11709 17819 41
11709 90 115
11709 6660 142
9617 15077 15
9617 9869 27
9617 9643 33
9617 9305 52
9617 9583 63
9617 6117 90
9617 14271 108
9617 25104 126
9617 9896 130
9617 4568 142
9617 13285 144
11019 16479 15
11019 10707 52
11019 10985 63
11019 11798 78
11019 15673 108
11019 26677 121
11019 26506 126
72 13413 4
72 10801 14
72 967 29
72 18664 34
72 25845 40
72 20727 48
72 31218 58
72 26549 60
72 26180 62
72 12701 72
72 21192 80
72 16542 89
72 20720 92
72 4726 108
72 24282 119
3269 13998 14
3269 4164 29
3269 21861 34
3269 23924 48
3269 19739 89
3269 23917 92
3269 7923 108
3269 27479 119
11021 16481 15
11021 17131 41
11021 10709 52
11021 11800 78
11021 27767 114
11021 26508 126
361 13702 4
361 6019 44
22593 11034 1
22593 374 50
22593 9572 93
22593 10974 115
22593 27 116
9559 22900 4
9559 20288 14
9559 28151 34
9559 9247 52
9559 27570 57
9559 10338 78
9559 26029 89
9559 14213 108
9559 6031 123
9559 4510 142
292 5752 15
292 25531 17
292 544 27
292 1187 29
292 318 33
292 18884 34
292 18303 57
292 31438 58
292 26769 60
292 26400 62
292 1071 78
292 21412 80
292 16762 89
292 20940 92
292 4946 108
292 17038 114
292 24502 119
292 15950 121
292 15779 126
27588 16029 1
27588 15969 115
28238 28264 33
28238 28204 63
28238 17309 84
22094 28262 38
22094 18566 123
10509 21238 14
10509 10761 27
10509 10535 33
10509 16619 41
10509 10197 52
10509 11283 97
10509 26167 121
10509 25996 126
10509 10788 130
10509 5460 142
10509 14177 144
15585 4026 1
15585 28926 4
15585 21100 25
15585 4587 31
15585 21753 38
15585 21695 41
15585 21243 44
15585 11604 47
15585 14607 70
15585 28214 72
15585 12057 123
5946 19287 4
5946 31185 17
5946 24538 34
5946 1965 47
5946 4968 70
5946 18575 72
5946 27066 80
5946 22416 89
5946 10600 108
5946 2418 123
7440 7128 52
7440 8219 78
15505 20965 15
15505 15757 27
15505 15531 33
15505 15193 52
15505 12005 90
15505 20159 108
15505 10456 142
29112 29138 33
29112 24063 142
21137 26652 25
21137 10139 31
21137 27305 38
21137 20572 101
21137 17609 123
12955 1396 1
12955 23684 14
12955 19065 41
12955 1336 115
3933 29172 17
3933 22525 34
3933 21944 57
3933 30410 60
3933 3899 63
3933 20403 89
3933 8587 108
3933 20679 114
3933 19420 126
3933 13136 132
26221 14602 115
26221 21172 142
15518 15770 27
15518 15544 33
15518 15206 52
15518 15484 63
15518 4589 84
15518 12018 90
15518 16292 97
15518 31176 121
15518 15797 130
15518 8975 140
15518 19186 144
21602 27712 41
21602 21615 53
21602 8581 93
21602 9983 115
21602 2233 124
21602 16553 142
15180 21290 41
15180 15146 63
15180 11680 90
15180 15954 97
15180 19834 108
15180 31926 114
15180 30838 121
15180 15459 130
15180 24383 132
15180 10131 142
15180 18848 144
15458 28799 4
15458 26187 14
15458 21626 38
15458 21568 41
15458 28087 72
15458 16237 78
15458 4529 84
15458 20112 108
15458 11930 123
16271 13070 26
16271 16523 27
16271 16296 32
16271 12892 59
16271 5342 84
16271 12771 90
16271 17045 97
16271 31929 121
16271 16550 130
16271 19939 144
20146 25606 15
20146 20172 33
20146 26256 41
20146 20925 78
20146 777 124
30979 30001 70
30979 22159 100
30979 27451 123
10443 9465 70
10443 11222 78
10443 6915 123
10443 5394 142
29125 29404 130
18170 6611 1
18170 28899 14
18170 23630 15
18170 24280 41
18170 22824 108
18170 6551 115
18170 13121 142
22556 10997 1
22556 11558 31
22556 28666 41
22556 22569 53
22556 9535 93
22556 13736 100
22556 19028 123
24050 2214 2
24050 3479 8
24050 30160 41
24050 1831 50
24050 24829 78
24050 11029 93
24050 1484 116
18379 18392 53
18379 13330 142
7902 18631 14
7902 8797 29
7902 28557 48
7902 6924 70
7902 20531 72
7902 24372 89
7902 28550 92
7902 12556 108
7676 7928 27
7676 8571 29
7676 26268 34
7676 25687 57
7676 24146 89
7676 4176 90
7676 8450 97
7676 12330 108
7676 23334 121
7676 5913 129
7676 7955 130
7676 11344 144
7338 8233 29
7338 25930 34
7338 25349 57
7338 7304 63
7338 11992 108
7338 24084 114
7338 22825 126
7338 16541 132
25661 5090 8
25661 31771 41
25661 3442 50
25661 25674 53
25661 4175 67
25661 26440 78
25661 14042 115
25661 3095 116
25661 5259 120
25661 6292 124
8424 19153 14
8424 9319 29
8424 29079 48
8424 24894 89
8424 29072 92
8424 13078 108
12304 17764 15
12304 18414 41
12304 5761 140
12304 7255 142
23308 11749 1
23308 12310 31
23308 28966 44
23308 19327 47
23308 23321 53
23308 22330 70
23308 10287 93
23308 14488 100
23308 19780 123
7929 18658 14
7929 8824 29
7929 26521 34
7929 20558 72
7929 28577 92
7929 12583 108
7929 4401 123
16853 22963 41
16853 16866 53
16853 5234 115
22015 18814 26
22015 22040 32
22015 18636 59
22015 21981 63
22015 11086 84
22015 18515 90
22015 22789 97
22015 20252 129
22015 22294 130
22015 25683 144
15871 26600 14
15871 15837 63
15871 20525 108
15871 31358 126
15871 25074 132
15871 9328 140
15871 10822 142
20559 20811 27
20559 26669 41
20559 21333 97
20559 1190 124
20559 18796 129
20559 20838 130
20559 29762 132
20559 14016 140
20559 15510 142
25108 3272 2
25108 4537 8
25108 14110 31
25108 30766 44
25108 2889 50
25108 25121 53
25108 3622 67
25108 24130 70
25108 2542 116
25108 4706 120
25108 21580 123
25108 5739 124
10856 11108 27
10856 7356 90
10856 27602 114
10856 26514 121
10856 11135 130
10856 14524 144
26639 4803 2
26639 6068 8
26639 26665 33
26639 4420 50
26639 26605 63
26639 5153 67
26639 15710 84
26639 27413 97
26639 4073 116
26639 6237 120
27234 6663 8
27234 5015 50
27234 27247 53
27234 5748 67
27234 15615 115
27234 4668 116
27234 6832 120
17143 17395 27
17143 17169 33
17143 17156 53
17143 6214 84
17143 13643 90
17143 17422 130
8103 26695 34
8103 28758 48
8103 24573 89
8103 28751 92
8103 12757 108
9505 15020 25
9505 15163 44
9505 8527 70
9505 22134 72
9505 685 100
9505 8940 101
9505 5977 123
17596 22250 108
23671 12112 1
23671 1835 2
23671 3100 8
23671 12673 31
23671 29781 41
23671 29329 44
23671 1452 50
23671 22693 70
23671 10650 93
23671 12052 115
23671 1105 116
23671 20143 123
29906 29919 53
29906 8420 67
29906 16885 93
29906 9504 120
21073 8052 93
21073 1704 124
21073 14530 140
21073 16024 142
360 25599 17
360 5875 25
360 21015 48
360 12989 72
360 21480 80
360 21008 92
360 5014 108
360 24570 119
3473 16814 4
3473 14202 14
3473 28712 17
3473 4368 29
3473 9641 38
3473 29246 40
3473 24128 48
3473 29581 62
3473 24593 80
3473 19943 89
3473 24121 92
3473 8127 108
14311 19771 15
14311 14277 63
14311 3382 84
14311 18965 108
14311 23514 132
24997 25249 27
24997 24963 63
24997 25276 130
24997 19948 142
24997 28665 144
26088 4252 2
26088 26101 53
26088 3522 116
26088 6719 124
26088 19545 140
14380 20490 41
14380 19034 108
14380 9331 142
21781 27241 15
21781 27891 41
21781 21747 63
21781 8760 93
21781 10162 115
21781 2412 124
21781 15238 140
21781 16732 142
25778 14780 31
25778 31436 44
25778 21797 47
25778 25791 53
25778 24800 70
25778 16958 100
25778 14159 115
25778 5376 120
29956 8120 2
29956 18337 115
29956 24907 142
13962 2403 1
13962 27303 4
13962 19477 25
13962 2964 31
13962 20130 38
13962 20072 41
13962 19620 44
13962 9981 47
13962 12984 70
13962 26591 72
13962 5142 100
13962 13397 101
13962 18616 108
13962 10434 123
17866 23326 15
17866 18118 27
17866 17892 33
17866 18640 97
17866 22520 108
17866 18145 130
17866 21534 144
27886 7315 8
27886 28138 27
27886 27912 33
27886 5667 50
27886 27899 53
27886 6400 67
27886 16957 84
27886 7484 120
27886 28165 130
27886 22837 142
27886 31554 144
20044 16843 26
20044 20296 27
20044 20069 32
20044 16665 59
20044 20010 63
20044 16544 90
20044 20818 97
20044 675 124
20044 20323 130
25336 13777 1
25336 4765 8
25336 25362 33
25336 31446 41
25336 3117 50
25336 25024 52
25336 25302 63
25336 3850 67
25336 26115 78
25336 14407 84
25336 12315 93
25336 13717 115
25336 2770 116
25336 4934 120
25336 5967 124
13464 26805 4
13464 2466 31
13464 19632 38
13464 19122 44
13464 12486 70
13464 1845 115
13464 9936 123
13238 10037 26
13238 13490 27
13238 13263 32
13238 9859 59
13238 2309 84
13238 14012 97
13238 28896 121
13238 28725 126
13238 13517 130
13238 22441 132
13238 6695 140
13238 8189 142
13238 16906 144
31223 31236 53
31223 27695 123
31223 26174 142
13986 2427 1
13986 27327 4
13986 24715 14
13986 19501 25
13986 14881 29
13986 2988 31
13986 19644 44
13986 10005 47
13986 13008 70
13986 26615 72
13986 5166 100
13986 2367 115
13986 10458 123
28870 17311 1
28870 17872 31
28870 6651 50
28870 28883 53
28870 945 61
28870 7384 67
28870 27892 70
28870 15849 93
28870 17251 115
28870 8468 120
28870 25342 123
28870 9501 124
28870 23821 142
28699 17701 31
28699 27721 70
28699 29478 78
28699 17770 84
28699 25171 123
28699 23650 142
13491 26832 4
13491 24220 14
13491 19659 38
13491 13179 52
13491 26120 72
13491 14270 78
13491 2562 84
13491 9963 123
22415 28525 41
22415 196 50
22415 22428 53
22415 9394 93
16880 27609 14
30404 8568 2
30404 9833 8
30404 8185 50
30404 30417 53
30404 2479 61
30404 871 117
30404 10002 120
30404 11035 124
30066 7847 50
30066 2141 61
30066 30032 63
30066 8580 67
30066 533 117
30066 9664 120
30066 10697 124
30066 23523 140
3652 28891 17
3652 4547 29
3652 29425 40
3652 24307 48
3652 3340 52
3652 30129 60
3652 29760 62
3652 4431 78
3652 24772 80
3652 20122 89
3652 8306 108
3652 27862 119
30333 18774 1
30333 30346 53
30333 7456 88
30333 17312 93
30333 18714 115
2004 15345 4
2004 12733 14
2004 27243 17
2004 2899 29
2004 20596 34
2004 27777 40
2004 7662 44
2004 28481 60
2004 1026 70
2004 14633 72
2004 23124 80
2004 18474 89
2004 22652 92
2004 6658 108
2004 26214 119
24236 25015 78
24236 1359 88
24236 20708 123
25002 24968 63
25002 14073 84
25002 25776 97
25002 25281 130
25002 28670 144
13294 1735 1
13294 24023 14
13294 14189 29
13294 19404 41
13294 17948 108
13294 1675 115
13294 8245 142
1346 1372 33
1346 27119 40
1346 1034 52
1346 2125 78
12604 12292 52
12604 13383 78
12604 7555 142
1657 14998 4
1657 27430 40
1657 14286 72
3821 14550 14
3821 4716 29
3821 22413 34
3821 24476 48
3821 30298 60
3821 29929 62
3821 24941 80
3821 20291 89
3821 8475 108
3821 28031 119
20695 20721 33
20695 20383 52
20695 9766 84
20695 7674 93
20695 9076 115
20695 1326 124
20695 29898 132
20695 15646 142
4854 15583 14
4854 30093 17
4854 5749 29
4854 30627 40
4854 25509 48
4854 31331 60
4854 25974 80
4854 21324 89
4854 25502 92
4854 9508 108
4854 29064 119
19174 7615 1
19174 29903 14
19174 8176 31
19174 19187 53
19174 18196 70
19174 31803 72
19174 6153 93
19174 18609 101
2661 2913 27
2661 2686 32
2661 2627 63
2661 3435 97
2661 19407 114
2661 18319 121
2661 898 129
2661 2940 130
2661 6329 144
28692 6856 2
28692 8121 8
28692 6473 50
28692 28705 53
28692 767 61
28692 7206 67
28692 27714 70
28692 15671 93
28692 8290 120
28692 25164 123
23484 23497 53
23484 10463 93
23484 11865 115
23484 918 116
29342 7123 50
29342 29355 53
29342 7856 67
29342 9973 124
29342 22799 140
23198 28658 15
23198 23224 33
23198 29308 41
23198 979 50
23198 22886 52
23198 23211 53
23198 23164 63
23198 19698 90
23198 10177 93
23198 632 116
23198 16655 140
23198 18149 142
12303 23032 14
12303 17763 15
12303 18413 41
12303 29049 114
12303 21506 132
12303 5760 140
12303 7254 142
24006 12447 1
24006 30174 38
24006 30116 41
24006 29664 44
24006 24019 53
24006 23028 70
666 6126 15
666 25905 17
666 692 33
666 19258 34
666 354 52
666 18677 57
666 27143 60
666 26774 62
666 21786 80
666 17136 89
666 1440 97
666 5320 108
666 24876 119
666 4334 144
23511 12513 31
23511 29621 41
23511 23524 53
23511 22533 70
23511 634 88
23511 19983 123
23511 4142 124
23511 18462 142
16689 30030 4
16689 5691 31
16689 22347 44
16689 16702 53
16689 15711 70
16689 7869 100
16689 5070 115
16689 13161 123
9123 14583 15
9123 27715 34
9123 25593 89
9123 24610 126
9123 18326 132
9123 4074 142
26792 27044 27
26792 26818 33
26792 26480 52
26792 26758 63
26792 15863 84
26792 3915 88
26792 27071 130
26792 30460 144
20370 29573 132
21461 26921 15
21461 21474 53
21461 2092 124
21461 16412 142
7661 7687 33
7661 4161 90
7661 23319 121
7661 7940 130
7661 11329 144
9063 19792 14
9063 14523 15
9063 27655 34
9063 25533 89
9063 18266 132
1313 26552 17
1313 19905 34
1313 27421 62
1313 22433 80
1313 17783 89
1313 25523 119
15633 21743 41
15633 4014 115
15633 12105 123
15633 10584 142
30080 18521 1
30080 8594 67
30080 17059 93
5736 19077 4
5736 30975 17
5736 6631 29
5736 11904 38
5736 11394 44
5736 1755 47
5736 26391 48
5736 26856 80
5736 22206 89
5736 26384 92
5736 10390 108
5736 29946 119
25496 31606 41
25496 25184 52
25496 26275 78
25496 14567 84
25496 2619 88
25496 13877 115
25496 20447 142
21311 10313 31
21311 26969 44
21311 17330 47
21311 20333 70
21311 12491 100
9495 15663 38
9495 15153 44
9495 5514 47
9495 30150 48
9495 8517 70
9495 22124 72
9495 25965 89
9495 30143 92
9495 8930 101
9495 14149 108
29051 7215 2
29051 6174 88
7602 18331 14
7602 8497 29
7602 26194 34
7602 7290 52
7602 25613 57
7602 8381 78
7602 24072 89
7602 28250 92
7602 12256 108
7602 24348 114
24676 4105 8
24676 30786 41
24676 2457 50
24676 24689 53
24676 24642 63
24676 3190 67
24676 4274 120
24676 5307 124
25271 14273 31
25271 30929 44
25271 16451 100
25271 13652 115
24819 2983 2
24819 4248 8
24819 2600 50
24819 24507 52
24819 24832 53
24819 24785 63
24819 3333 67
24819 13890 84
24819 1942 88
24819 13200 115
24819 4417 120
24819 5450 124
18183 23643 15
10341 15801 15
10341 10593 27
10341 10367 33
10341 10307 63
10341 11115 97
10341 10620 130
10341 5292 142
10341 14009 144
27360 27612 27
27360 5141 50
27360 27373 53
27360 27326 63
27360 5874 67
27360 16431 84
27360 4794 116
2373 15714 4
2373 1395 70
3016 28255 17
3016 3268 27
3016 3911 29
3016 28789 40
3016 21027 57
3016 29493 60
3016 19486 89
3016 7670 108
3016 18503 126
3016 1253 129
3016 3295 130
3016 6684 144
20713 20739 33
20713 26823 41
20713 20726 53
20713 9784 84
20713 7692 93
20713 21487 97
20713 9094 115
20713 1344 124
20713 14170 140
20713 15664 142
27894 6058 2
27894 27920 33
27894 28173 130
27894 22845 142
20132 20158 33
20132 26242 41
20132 19820 52
20132 20145 53
20132 20911 78
20132 7111 93
20132 16604 123
20132 763 124
28598 6762 2
28598 28624 33
28598 28564 63
28598 28877 130
28229 27917 52
28229 28242 53
28229 28195 63
28229 15208 93
28229 8860 124
28229 23180 142
2087 12816 14
2087 2339 27
2087 2982 29
2087 1775 52
2087 2053 63
2087 23207 80
2087 18557 89
2087 6741 108
2087 26297 119
2087 2366 130
2087 11290 132
2087 5755 144
23241 1405 2
23241 2670 8
23241 28701 15
23241 23493 27
23241 29351 41
23241 1022 50
23241 19741 90
23241 24015 97
23241 23520 130
23241 26909 144
6775 7027 27
6775 25367 34
6775 7549 97
6775 11429 108
6775 22262 126
6775 5012 129
6775 7054 130
6775 15978 132
18867 7308 1
18867 24977 41
18867 18555 52
18867 18880 53
18867 19646 78
18867 5846 93
18867 23521 108
358 25597 17
358 5873 25
358 21013 48
358 31504 58
358 16828 89
358 24568 119
2400 15741 4
2400 13129 14
2400 27639 17
2400 20992 34
2400 2088 52
2400 28508 62
2400 3179 78
2400 18870 89
5789 31562 40
5789 6568 78
5789 2261 123
5185 30424 17
5185 1984 26
5185 5437 27
5185 6080 29
5185 5210 32
5185 23196 57
5185 31662 60
5185 31293 62
5185 5151 63
5185 26305 80
5185 21655 89
5185 5959 97
5185 9839 108
5185 3422 129
5185 14388 132
5185 8853 144
23820 12261 1
23820 29335 25
23820 12822 31
23820 29930 41
23820 19839 47
23820 23833 53
23820 22842 70
23820 10799 93
23820 23255 101
23820 20292 123
27273 27286 53
27273 5787 67
27273 4396 88
27273 14252 93
27273 15654 115
27273 4707 116
27273 6871 120
27273 7904 124
27273 22224 142
27046 16048 31
27046 23065 47
27046 27059 53
27046 26068 70
27046 14025 93
27046 18226 100
27046 26481 101
27046 15427 115
27046 4480 116
27046 23518 123
4802 10262 15
4802 30041 17
4802 5697 29
4802 22813 57
4802 31279 60
4802 21272 89
4802 9456 108
23642 29157 25
23642 12644 31
23642 29300 44
23642 19661 47
23642 22664 70
23642 14822 100
23642 23077 101
23642 12023 115
23642 20114 123
26987 27239 27
26987 27013 33
26987 26953 63
26987 27266 130
26987 30655 144
5535 10995 15
5535 30774 17
5535 2334 26
5535 6430 29
5535 5560 32
5535 2156 59
5535 31643 62
5535 26655 80
5535 22005 89
5535 2035 90
5535 6309 97
5535 10189 108
5535 21193 121
5535 21022 126
5535 3772 129
5535 5814 130
5535 14738 132
5535 9203 144
4455 9915 15
4455 4421 63
4455 955 90
4455 21201 114
4455 19942 126
6619 7514 29
6619 6644 32
6619 25211 34
6619 3240 59
6619 6585 63
6619 23089 89
6619 11273 108
6619 4856 129
6619 6898 130
6619 15822 132
7652 7678 33
7652 8426 97
7652 24398 114
7652 7931 130
7652 11320 144
25258 30773 25
25258 14260 31
25258 21277 47
25258 2381 88
25258 12237 93
25258 16438 100
25258 24693 101
25258 13639 115
25258 21730 123
27300 5081 50
27300 27313 53
27300 14279 93
27300 15681 115
27300 22251 142
20478 9480 31
20478 26588 41
20478 20491 53
20478 21257 78
20478 7457 93
20478 1109 124
20478 15429 142
21972 136 2
21972 28082 41
21972 18472 90
21972 16923 142
21972 25640 144
30689 30715 33
30689 30377 52
30689 31468 78
30689 19760 84
12850 23579 14
12850 13745 29
12850 18960 41
12850 30861 57
12850 17504 108
12850 6307 140
12850 7801 142
3838 8492 108
30577 8741 2
30577 10006 8
30577 8358 50
30577 30590 53
30577 2652 61
30577 30543 63
30577 9091 67
30577 1044 117
30577 10175 120
30577 11208 124
30577 25528 142
2190 1212 70
2190 14819 72
24422 12863 1
24422 2586 2
24422 24448 33
24422 30532 41
24422 24110 52
24422 24435 53
24422 25201 78
24422 13493 84
24422 1545 88
24422 20894 123
24422 19373 142
2923 16264 4
2923 28696 40
2923 1945 70
2923 15552 72
2923 3702 78
2923 7577 108
23431 23683 27
23431 23456 32
23431 23397 63
23431 19931 90
23431 24205 97
23431 21668 129
23431 23710 130
23431 27099 144
25188 4617 8
25188 25440 27
25188 25214 33
25188 2969 50
25188 25154 63
25188 25962 97
25188 13569 115
25188 4786 120
25188 5819 124
25188 25467 130
25188 28856 144
1532 1498 63
11388 16848 15
11388 29399 57
1843 15184 4
1843 12572 14
1843 27082 17
1843 2738 29
1843 20435 34
1843 7501 44
1843 22498 48
1843 865 70
1843 14472 72
1843 18313 89
1843 22491 92
1843 6497 108
4007 14736 14
4007 22018 57
4007 8661 108
20881 26991 41
20881 9262 115
20881 14338 140
20881 15832 142
5040 18381 4
5040 15769 14
5040 1059 47
5040 4062 70
5040 17669 72
5040 9694 108
5040 1512 123
19360 6339 93
27916 28168 27
27916 27941 32
27916 24537 59
27916 8547 124
27916 26153 129
27916 21373 140
27916 31584 144
3577 28816 17
3577 3829 27
3577 4472 29
3577 3602 32
3577 198 59
3577 30054 60
3577 24697 80
3577 20047 89
3577 77 90
3577 8231 108
3577 19064 126
3577 1814 129
3577 3856 130
3577 12780 132
3577 7245 144
14601 20061 15
14601 14627 33
14601 20711 41
14601 14289 52
14601 11101 90
14601 31347 114
14601 8058 140
20743 20995 27
20743 21517 97
20743 1374 124
20743 14200 140
20743 24411 144
20685 26795 41
20685 21464 78
20685 9756 84
20685 15636 142
14263 19723 15
14263 18917 108
14263 29750 126
14263 23466 132
27204 5368 2
27204 24003 26
27204 27456 27
27204 27229 32
27204 4985 50
27204 23825 59
27204 27170 63
27204 5718 67
27204 16275 84
27204 27978 97
27204 7835 124
